               * /home/cosmosanmol/esim-workspace/pnseq/pnseq.cir
               Transient Analysis  Sat Oct  8 23:49:42  2022
--------------------------------------------------------------------------------
Index   time            a3#branch_1_0   v1#branch       v2#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	-3.79867e-49	0.000000e+00	-1.67930e-11	
1	1.000000e-07	-3.94185e-16	0.000000e+00	-1.67946e-11	
2	2.000000e-07	-4.04409e-16	0.000000e+00	-1.67948e-11	
3	4.000000e-07	-4.43010e-16	0.000000e+00	-1.67954e-11	
4	8.000000e-07	3.612492e-16	0.000000e+00	-1.67919e-11	
5	1.600000e-06	1.037827e-16	0.000000e+00	-1.67927e-11	
6	3.200000e-06	1.128870e-16	0.000000e+00	-1.67925e-11	
7	6.400000e-06	-3.64533e-16	0.000000e+00	-1.67946e-11	
8	1.000000e-05	-1.30015e-16	0.000000e+00	-1.67936e-11	
9	1.064000e-05	-1.50216e-16	0.000000e+00	-1.67935e-11	
10	1.192000e-05	-1.44046e-16	0.000000e+00	-1.67937e-11	
11	1.448000e-05	-9.29095e-17	0.000000e+00	-1.67934e-11	
12	1.960000e-05	5.075500e-16	0.000000e+00	-1.67910e-11	
13	2.960000e-05	4.741601e-16	0.000000e+00	-1.67914e-11	
14	3.960000e-05	4.349287e-16	0.000000e+00	-1.67915e-11	
15	4.960000e-05	4.493725e-16	0.000000e+00	-1.67915e-11	
16	5.960000e-05	4.366477e-16	0.000000e+00	-1.67915e-11	
17	6.960000e-05	4.324556e-16	0.000000e+00	-1.67915e-11	
18	7.960000e-05	4.197111e-16	0.000000e+00	-1.67913e-11	
19	8.960000e-05	3.936398e-16	0.000000e+00	-1.67914e-11	
20	9.960000e-05	4.028573e-16	0.000000e+00	-1.67915e-11	
21	1.096000e-04	3.963768e-16	0.000000e+00	-1.67913e-11	
22	1.196000e-04	4.091615e-16	0.000000e+00	-1.67914e-11	
23	1.296000e-04	3.928095e-16	0.000000e+00	-1.67914e-11	
24	1.396000e-04	4.006862e-16	0.000000e+00	-1.67912e-11	
25	1.496000e-04	3.847954e-16	0.000000e+00	-1.67912e-11	
26	1.596000e-04	3.328286e-16	0.000000e+00	-1.67915e-11	
27	1.696000e-04	3.542481e-16	0.000000e+00	-1.67915e-11	
28	1.796000e-04	3.476088e-16	0.000000e+00	-1.67915e-11	
29	1.896000e-04	3.491374e-16	0.000000e+00	-1.67914e-11	
30	1.996000e-04	3.476419e-16	0.000000e+00	-1.67913e-11	
31	2.096000e-04	3.476528e-16	0.000000e+00	-1.67913e-11	
32	2.196000e-04	3.470338e-16	0.000000e+00	-1.67914e-11	
33	2.296000e-04	3.474280e-16	0.000000e+00	-1.67913e-11	
34	2.396000e-04	3.170353e-16	0.000000e+00	-1.67915e-11	
35	2.496000e-04	3.236370e-16	0.000000e+00	-1.67913e-11	
36	2.596000e-04	3.139741e-16	0.000000e+00	-1.67916e-11	
37	2.696000e-04	3.074974e-16	0.000000e+00	-1.67915e-11	
38	2.796000e-04	3.105133e-16	0.000000e+00	-1.67914e-11	
39	2.896000e-04	3.087011e-16	0.000000e+00	-1.67914e-11	
40	2.996000e-04	3.004564e-16	0.000000e+00	-1.67912e-11	
41	3.096000e-04	3.102830e-16	0.000000e+00	-1.67910e-11	
42	3.196000e-04	3.208371e-16	0.000000e+00	-1.67914e-11	
43	3.296000e-04	2.857943e-16	0.000000e+00	-1.67915e-11	
44	3.396000e-04	3.223704e-16	0.000000e+00	-1.67915e-11	
45	3.496000e-04	2.756029e-16	0.000000e+00	-1.67916e-11	
46	3.596000e-04	2.633377e-16	0.000000e+00	-1.67915e-11	
47	3.696000e-04	2.518531e-16	0.000000e+00	-1.67914e-11	
48	3.796000e-04	2.477299e-16	0.000000e+00	-1.67915e-11	
49	3.896000e-04	2.601801e-16	0.000000e+00	-1.67915e-11	
50	3.996000e-04	2.391569e-16	0.000000e+00	-1.67916e-11	
51	4.096000e-04	2.426154e-16	0.000000e+00	-1.67914e-11	
52	4.196000e-04	2.525708e-16	0.000000e+00	-1.67914e-11	
53	4.296000e-04	2.377993e-16	0.000000e+00	-1.67914e-11	
54	4.396000e-04	2.077843e-16	0.000000e+00	-1.67914e-11	

Index   time            a3#branch_1_0   v1#branch       v2#branch       
--------------------------------------------------------------------------------
55	4.496000e-04	2.187183e-16	0.000000e+00	-1.67915e-11	
56	4.596000e-04	2.194564e-16	0.000000e+00	-1.67915e-11	
57	4.696000e-04	2.120763e-16	0.000000e+00	-1.67914e-11	
58	4.796000e-04	2.369201e-16	0.000000e+00	-1.67914e-11	
59	4.896000e-04	1.978907e-16	0.000000e+00	-1.67915e-11	
60	4.996000e-04	2.105254e-16	0.000000e+00	-1.67913e-11	
61	5.096000e-04	2.024285e-16	0.000000e+00	-1.67915e-11	
62	5.196000e-04	1.780144e-16	0.000000e+00	-1.67914e-11	
63	5.296000e-04	1.826405e-16	0.000000e+00	-1.67914e-11	
64	5.396000e-04	1.932181e-16	0.000000e+00	-1.67913e-11	
65	5.496000e-04	1.867633e-16	0.000000e+00	-1.67915e-11	
66	5.596000e-04	1.912175e-16	0.000000e+00	-1.67914e-11	
67	5.696000e-04	1.725929e-16	0.000000e+00	-1.67915e-11	
68	5.796000e-04	1.466768e-16	0.000000e+00	-1.67913e-11	
69	5.896000e-04	1.270392e-16	0.000000e+00	-1.67912e-11	
70	5.996000e-04	1.304658e-16	0.000000e+00	-1.67914e-11	
71	6.096000e-04	1.486341e-16	0.000000e+00	-1.67915e-11	
72	6.196000e-04	1.212505e-16	0.000000e+00	-1.67915e-11	
73	6.296000e-04	1.555858e-16	0.000000e+00	-1.67913e-11	
74	6.396000e-04	1.356307e-16	0.000000e+00	-1.67913e-11	
75	6.496000e-04	1.088031e-16	0.000000e+00	-1.67914e-11	
76	6.596000e-04	1.219562e-16	0.000000e+00	-1.67914e-11	
77	6.696000e-04	1.128757e-16	0.000000e+00	-1.67912e-11	
78	6.796000e-04	1.311290e-16	0.000000e+00	-1.67913e-11	
79	6.896000e-04	1.082304e-16	0.000000e+00	-1.67914e-11	
80	6.996000e-04	1.119345e-16	0.000000e+00	-1.67913e-11	
81	7.096000e-04	1.118621e-16	0.000000e+00	-1.67914e-11	
82	7.196000e-04	1.321957e-16	0.000000e+00	-1.67911e-11	
83	7.296000e-04	9.717688e-17	0.000000e+00	-1.67914e-11	
84	7.396000e-04	1.001183e-16	0.000000e+00	-1.67913e-11	
85	7.496000e-04	9.696501e-17	0.000000e+00	-1.67913e-11	
86	7.596000e-04	8.426991e-17	0.000000e+00	-1.67913e-11	
87	7.696000e-04	8.187894e-17	0.000000e+00	-1.67913e-11	
88	7.796000e-04	9.048847e-17	0.000000e+00	-1.67914e-11	
89	7.896000e-04	8.280992e-17	0.000000e+00	-1.67915e-11	
90	7.996000e-04	7.404528e-17	0.000000e+00	-1.67913e-11	
91	8.096000e-04	8.195181e-17	0.000000e+00	-1.67913e-11	
92	8.196000e-04	6.468534e-17	0.000000e+00	-1.67915e-11	
93	8.296000e-04	6.549328e-17	0.000000e+00	-1.67913e-11	
94	8.396000e-04	8.102576e-17	0.000000e+00	-1.67912e-11	
95	8.496000e-04	4.870339e-17	0.000000e+00	-1.67912e-11	
96	8.596000e-04	6.681156e-17	0.000000e+00	-1.67916e-11	
97	8.696000e-04	6.908306e-17	0.000000e+00	-1.67913e-11	
98	8.796000e-04	5.062433e-17	0.000000e+00	-1.67913e-11	
99	8.896000e-04	3.994731e-17	0.000000e+00	-1.67914e-11	
100	8.996000e-04	5.477472e-17	0.000000e+00	-1.67912e-11	
101	9.096000e-04	3.133186e-17	0.000000e+00	-1.67914e-11	
102	9.196000e-04	3.172095e-17	0.000000e+00	-1.67913e-11	
103	9.296000e-04	2.762376e-17	0.000000e+00	-1.67911e-11	
104	9.396000e-04	6.711025e-17	0.000000e+00	-1.67912e-11	
105	9.496000e-04	4.571425e-17	0.000000e+00	-1.67913e-11	
106	9.596000e-04	4.353600e-17	0.000000e+00	-1.67916e-11	
107	9.696000e-04	4.536606e-17	0.000000e+00	-1.67913e-11	
108	9.796000e-04	3.202275e-17	0.000000e+00	-1.67912e-11	
109	9.896000e-04	8.019957e-17	0.000000e+00	-1.67912e-11	
110	9.996000e-04	4.034744e-17	0.000000e+00	-1.67913e-11	
111	1.009600e-03	3.217186e-17	0.000000e+00	-1.67912e-11	
112	1.010000e-03	-8.85562e-17	0.000000e+00	-1.67916e-11	

Index   time            a3#branch_1_0   v1#branch       v2#branch       
--------------------------------------------------------------------------------
113	1.010800e-03	-2.65061e-16	0.000000e+00	-1.67924e-11	
114	1.012400e-03	-3.15870e-16	0.000000e+00	-1.67925e-11	
